1.204963409765070007e-02,3.749963839218560224e+01
1.250445518740720026e-02,3.725483320780919883e+01
1.297320516375380026e-02,3.642832881242360088e+01
1.345830026239490038e-02,3.621710174551810013e+01
1.395931408712140082e-02,3.605945265358329976e+01
1.447695729425800028e-02,3.591150392439779893e+01
1.501208267150349988e-02,3.572065167584860035e+01
1.556469021691309941e-02,3.554576875262350200e+01
1.613549058620740093e-02,3.546457450086310104e+01
1.672448377705470016e-02,3.535939828587260081e+01
1.733294897092929956e-02,3.526464464807970245e+01
1.796188108582329884e-02,3.454390243893160317e+01
1.861128011854579906e-02,3.444960420483820229e+01
1.928114606565639946e-02,3.433675365503209775e+01
1.997247384416200172e-02,3.424941607259909659e+01
2.068654263364000032e-02,3.415528783820909808e+01
2.142235750883639961e-02,3.402253182676240328e+01
2.218261896355879989e-02,3.387002944798000215e+01
2.296618994014040099e-02,3.373221975218130098e+01
2.377449174758410055e-02,3.365781922448739749e+01
2.460922995702809896e-02,3.355955591965150120e+01
2.546997816657680172e-02,3.342891456011769691e+01
2.635730489410640157e-02,3.330422682383709798e+01
2.727206291960879853e-02,3.317864089254639737e+01
2.821595781073479858e-02,3.302352319254359969e+01
2.918898955674879836e-02,3.292208906829060311e+01
3.019144240892829983e-02,3.279334880166339872e+01
3.122502193148470051e-02,3.209562037541319768e+01
3.229029663595840011e-02,3.201341496981110168e+01
3.338826142665970304e-02,3.194028179462139860e+01
3.451991120627920240e-02,3.179961417271540114e+01
3.568609874443039870e-02,3.171549532963679852e+01
3.688696615242140209e-02,3.162285606677719940e+01
3.812464537786079688e-02,3.154145050048829901e+01
3.939942065916109820e-02,3.145244811131399842e+01
4.071171836402689981e-02,3.135087974254900089e+01
4.206381256355200271e-02,3.128546524047850141e+01
4.345541896400909737e-02,3.119143060537490086e+01
4.488938015469030179e-02,3.114083055349500029e+01
4.636484331125689806e-02,3.109599384894740126e+01
4.788450888424859719e-02,3.104308583186220005e+01
4.944880322215190055e-02,3.106416364816519859e+01
5.105729988390370067e-02,3.096904123746429960e+01
5.271511553267720085e-02,3.089929595360390024e+01
5.442011814560950012e-02,3.085827247913070082e+01
5.617500814766759887e-02,3.080522067730240110e+01
5.798035399373659832e-02,3.076519900101880012e+01
5.983743478693360346e-02,3.071426024803750110e+01
6.174824027683430139e-02,3.064800020364609878e+01
6.371362315912580676e-02,3.057535993135889996e+01
6.573514677485470248e-02,3.053806385627159870e+01
6.781380593365489429e-02,3.044292288560129833e+01
6.995201674051970686e-02,3.036360762669490043e+01
7.215063185382540600e-02,3.025601768493649857e+01
7.441149883364789330e-02,3.015470189314619986e+01
7.673603883615609522e-02,3.001817549191990153e+01
7.912538874399220601e-02,2.985372418623699886e+01
8.158125394627130378e-02,2.965616028125469938e+01
8.410406064684800009e-02,2.943777861961950038e+01
8.670006235772080572e-02,2.913763471750110057e+01
8.936712690669329495e-02,2.886154108781079941e+01
9.210710174130619377e-02,2.854111356001629929e+01
9.492254493427269846e-02,2.815625799619229852e+01
9.781544601474939649e-02,2.823153946188969954e+01
1.007872259690340000e-01,2.720970227168159994e+01
1.038398742736039992e-01,2.721268639649730048e+01
1.069760910189530012e-01,2.665919482567640131e+01
1.101967285870359969e-01,2.607543777850320055e+01
1.135053397717040030e-01,2.545548750122259918e+01
1.169020662420409973e-01,2.475692214278850045e+01
1.203910292236230056e-01,2.404795883792209921e+01
1.239727966894419997e-01,2.324680962243460058e+01
1.276504948724540012e-01,2.247722666700180127e+01
1.314261129291899866e-01,2.166801298308419987e+01
1.352997923094300114e-01,2.081131319279689862e+01
1.392803441604009984e-01,1.991635494424430064e+01
1.433642144993199918e-01,1.903277122498399976e+01
1.475552398897080064e-01,1.809656216373160120e+01
1.518562619270689973e-01,1.720381285086140011e+01
1.562705485002900130e-01,1.626796572676580155e+01
1.607990933990020022e-01,1.536053047748539946e+01
1.654454485845230083e-01,1.445439271512439916e+01
1.702131659081770054e-01,1.359511731120660016e+01
1.751043758612990109e-01,1.268810589992999915e+01
1.801206403302740011e-01,1.186223646603349913e+01
1.852667899265980078e-01,1.080111943758450010e+01
1.905453811362330108e-01,1.027822226181389986e+01
1.959582596923540032e-01,9.527505017411909805e+00
2.015095451356760103e-01,8.614942935796879198e+00
2.072017934890210134e-01,7.933575648527879665e+00
2.130371342407930135e-01,7.300444547946639773e+00
2.190232393805330025e-01,6.776259440642140142e+00
2.251586849732259976e-01,6.160354265799890428e+00
2.314485844010290005e-01,5.644975258753849978e+00
2.378962032379040026e-01,5.161623624654920306e+00
2.445062279712900133e-01,4.724419135313770113e+00
2.512800761079240219e-01,4.314546126585740105e+00
2.582224335577800178e-01,3.952277550330530076e+00
2.653372753108519944e-01,3.598742640935459924e+00
2.726277233223349805e-01,3.290181196652929962e+00
2.800987466562039896e-01,3.003229113725519817e+00
2.877536086075069832e-01,2.749242424964899900e+00
2.900876520628560273e-01,2.678329397447429816e+00
2.933047362694820026e-01,2.580070783337100160e+00
2.965216183215739765e-01,2.490671904734110154e+00
2.997382960223610171e-01,2.394872753888690031e+00
3.029547671758819893e-01,2.342055492602510114e+00
3.061710295869879972e-01,2.253244657628850067e+00
3.093870810613509881e-01,2.173108668910450181e+00
3.126029194054770199e-01,2.087118258416380101e+00
3.158185424267099806e-01,2.019264239029030072e+00
3.190339479332440220e-01,1.949115759796230085e+00
3.222491337341260031e-01,1.882297051916270059e+00
3.254640976392729756e-01,1.823891847674079969e+00
3.286788374594700191e-01,1.764126134139879953e+00
3.318933510063890036e-01,1.711690945932069940e+00
3.351076360925889785e-01,1.652964119028200063e+00
3.383216905315299949e-01,1.602331685504440051e+00
3.415355121375769909e-01,1.552170558793650068e+00
3.447490987260130035e-01,1.506212892741870091e+00
3.479624481130429992e-01,1.463806281127300046e+00
3.511755581158069739e-01,1.410826206074450084e+00
3.543884265523830068e-01,1.373401602847710068e+00
3.576010512418000276e-01,1.339745847993710104e+00
3.608134300040439779e-01,1.299361505127389904e+00
3.640255606600670268e-01,1.262540586387489894e+00
3.672374410317960081e-01,1.218172367238989917e+00
3.704490689421390259e-01,1.188557875488490012e+00
3.736604422149980009e-01,1.150515517111410091e+00
3.768715586752710012e-01,1.131782095809900079e+00
3.800824161488650099e-01,1.095641269634910042e+00
3.832930124627029755e-01,1.056896999187399988e+00
3.865033454447320271e-01,1.032237793214360044e+00
3.897134129239330225e-01,1.009214123221670034e+00
3.929232127303249889e-01,9.820111089248210190e-01
3.961327426949770025e-01,9.541966491429879627e-01
3.993420006500170150e-01,9.332576214879250154e-01
4.025509844286370154e-01,9.100272265218269929e-01
4.057596918651020235e-01,8.898603522877219785e-01
4.089681207947610253e-01,8.620060585990619861e-01
4.121762690540520246e-01,8.383166850250279856e-01
4.153841344805119795e-01,8.180826807607749496e-01
4.185917149127830195e-01,7.977883436844650511e-01
4.217990081906239919e-01,7.825490838686020023e-01
4.250060121549160130e-01,7.612659289483200142e-01
4.282127246476700178e-01,7.396615689456980114e-01
4.314191435120379725e-01,7.300288777987750111e-01
4.346252665923179825e-01,7.139224965182670024e-01
4.378310917339660047e-01,6.952998673449110045e-01
4.410366167835970130e-01,6.788430481565540520e-01
4.442418395890029847e-01,6.608384603268020463e-01
4.474467579991530108e-01,6.490573666967469624e-01
4.506513698642030108e-01,6.298964066216170554e-01
4.538556730355070012e-01,6.171090004187179678e-01
4.570596653656219810e-01,6.034552101398029667e-01
4.602633447083179785e-01,5.899890016970139595e-01
4.634667089185849909e-01,5.806785709901639558e-01
4.666697558526399781e-01,5.672856108393560248e-01
4.698724833679360224e-01,5.576836127991420256e-01
4.730748893231729868e-01,5.426220279871679653e-01
4.762769715783000124e-01,5.321084004744059959e-01
4.794787279945290082e-01,5.182586354615460467e-01
4.826801564343359829e-01,5.092933195121399637e-01
4.858812547614779764e-01,4.973527931183310269e-01
4.890820208409920045e-01,4.882022051245040184e-01
4.922824525392089923e-01,4.788281823540059823e-01
4.954825477237589926e-01,4.688865009179180032e-01
4.986823042635820102e-01,4.602210303145379822e-01
5.018817200289299452e-01,4.481045872023620147e-01
5.050807928913799705e-01,4.412166490942309727e-01
5.082795207238429702e-01,4.325364160758700116e-01
5.114779014005650382e-01,4.251091938669919745e-01
5.146759327971429654e-01,4.170600763962479807e-01
5.178736127905250175e-01,4.083072197087149746e-01
5.210709392590260336e-01,4.013931038010210006e-01
5.242679100823279814e-01,3.945469454046969804e-01
5.274645231414939461e-01,3.855225578999280089e-01
5.306607763189710170e-01,3.806121061784459858e-01
5.338566674985999461e-01,3.726075255641450035e-01
5.370521945656270280e-01,3.662967260812480252e-01
5.402473554067039885e-01,3.617628707347539940e-01
5.434421479098999752e-01,3.529275428872720166e-01
5.466365699647109944e-01,3.477743035445520214e-01
5.498306194620640186e-01,3.403623636865389934e-01
5.530242942943269790e-01,3.362021406362850073e-01
5.562175923553159818e-01,3.275178455424119783e-01
5.594105115403009698e-01,3.231610004271330272e-01
5.626030497460170476e-01,3.183501080242480130e-01
5.657952048706700321e-01,3.127730680883339942e-01
5.689869748139430028e-01,3.082538969409659990e-01
5.721783574770049619e-01,3.033268863748159738e-01
5.753693507625210479e-01,2.985242432966009885e-01
5.785599525746539795e-01,2.942571400153750072e-01
5.817501608190790430e-01,2.894358335337329780e-01
5.849399734029849807e-01,2.843792716183110025e-01
5.881293882350859814e-01,2.799200892677820018e-01
5.913184032256270095e-01,2.755887324813849903e-01
5.945070162863920205e-01,2.722758054083220247e-01
5.976952253307119545e-01,2.659751356491429908e-01
6.008830282734699546e-01,2.639132173025540151e-01
6.040704230311140233e-01,2.609956130655080031e-01
6.072574075216570222e-01,2.562837126382609965e-01
6.104439796646889960e-01,2.524644538724329923e-01
6.136301373813860538e-01,2.495729327130269959e-01
6.168158785945120348e-01,2.456780911177620097e-01
6.200012012284320528e-01,2.419577259473129904e-01
6.231861032091160491e-01,2.398834046814209975e-01
6.263705824641450093e-01,2.346395575590589921e-01
6.295546369227249528e-01,2.323845471252919959e-01
6.327382645156860441e-01,2.278690744455290074e-01
6.359214631754940283e-01,2.257982914474510050e-01
6.391042308362590019e-01,2.223719889360419866e-01
6.422865654337399643e-01,2.199798020929989995e-01
6.454684649053510359e-01,2.175188611841039898e-01
6.486499271901740027e-01,2.149809175124020033e-01
6.518309502289599822e-01,2.118435419700480105e-01
6.550115319641389711e-01,2.089611182923049870e-01
6.581916703398279500e-01,2.059941000511240072e-01
6.613713633018369897e-01,2.038243602082719930e-01
6.645506087976740250e-01,2.010587493819790128e-01
6.677294047765579554e-01,1.986839612255359988e-01
6.709077491894199774e-01,1.965811033043249889e-01
6.740856399889150197e-01,1.942554445982140054e-01
6.772630751294249629e-01,1.905965269036659915e-01
6.804400525670679656e-01,1.884675273863470057e-01
6.836165702597080118e-01,1.865988820885400024e-01
6.867926261669540233e-01,1.849076651083400025e-01
6.899682182501769567e-01,1.824352974456160126e-01
6.931433444725100257e-01,1.813518414646760057e-01
6.963180027988570275e-01,1.786328556449179872e-01
6.994921911959020022e-01,1.775180671757659867e-01
7.026659076321120079e-01,1.750309997706029908e-01
7.058391500777480010e-01,1.723100294788590114e-01
7.090119165048690553e-01,1.703351995228339910e-01
7.121842048873410214e-01,1.689285971414190013e-01
7.153560132008409678e-01,1.668858720936650109e-01
7.185273394228709476e-01,1.653787440391840113e-01
7.216981815327530025e-01,1.626261213299169950e-01
